account,date,daily_pnl,avg_trade_size,buy_ratio,num_trades,target_win,past_3day_pnl,classification_Extreme Greed,classification_Fear,classification_Greed,classification_Neutral,risk_segment,freq_segment,consistency
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,0.73,0.0,1,0,12055.189776666666,False,True,False,False,Low,Infrequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124284.948775,8285.689333333334,0.0,15,1,12055.189776666666,True,False,False,False,High,Infrequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5615.052102,4485.160645161291,0.7419354838709677,93,1,41428.31625833333,False,True,False,False,High,Frequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22795.8104,4261.555092592593,0.5833333333333334,108,1,43300.00029233333,False,False,False,True,High,Frequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,82117.04336,1500.5277647058824,0.0,255,1,50898.603759,False,False,True,False,Low,Frequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,0.0,5570.2651898734175,1.0,79,0,36842.63528733333,False,False,False,False,High,Frequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,0.0,1231.3267948717948,0.0,78,0,34970.951253333325,False,True,False,False,Low,Frequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,0.0,1514.5613793103448,0.0,58,0,27372.34778666666,False,True,False,False,Low,Frequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,0.0,838.0906060606061,0.0,132,0,0.0,False,False,True,False,Low,Frequent,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,0.0,2655.1648148148147,0.0,54,0,0.0,False,False,True,False,Low,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8.570313,249.58375,0.875,8,1,0.0,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,197.422418,358.71500000000003,0.5,4,1,,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,30.727222,330.0188095238095,0.6190476190476191,42,1,,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,910.584797,795.8152941176471,0.38235294117647056,102,1,78.906651,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,3174.023699,587.6594137931035,0.5,290,1,379.57814566666667,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,514.886454,1009.2267592592593,0.5648148148148148,108,1,1371.7785726666668,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,1040.616939,580.1653888888889,0.46111111111111114,180,1,1533.1649833333333,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,227.072158,423.3769565217391,0.4782608695652174,69,1,1576.5090306666668,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,311.290605,399.53854545454544,0.5818181818181818,55,1,594.1918503333333,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,1474.670598,512.06510989011,0.5989010989010989,182,1,526.3265673333334,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,1157.689489,307.6034769230769,0.36,325,1,671.0111203333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,574.398074,458.38842767295597,0.4716981132075472,159,1,981.2168973333333,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,587.630504,573.9341216216217,0.527027027027027,148,1,1068.919387,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,1178.021061,488.356935483871,0.5806451612903226,62,1,773.2393556666666,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,10303.889423,622.4760773480663,0.5193370165745856,181,1,780.0165463333333,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,333.398209,574.7419565217391,0.391304347826087,92,1,4023.1803293333337,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,21172.081622,327.79242424242426,0.37626262626262624,396,1,3938.436231,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,3311.822419,380.76508849557524,0.5176991150442478,226,1,10603.123084666668,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,3491.018544,427.7865185185185,0.5481481481481482,135,1,8272.434083333334,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,6049.6938279999995,718.267421875,0.546875,128,1,9324.974195,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,7454.276452,475.0544978165939,0.28820960698689957,229,1,4284.178263666667,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,1063.854341,441.9328431372549,0.5098039215686274,102,1,5664.996274666667,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,4704.4420789999995,478.66473251028805,0.48559670781893005,486,1,4855.941540333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,1506.989241,393.04826446280987,0.4628099173553719,121,1,4407.524290666667,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,271.246809,434.2566666666667,0.41414141414141414,99,1,2425.095220333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,9136.439892,875.6657499999999,0.2875,160,1,2160.8927096666666,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1473.2450880000001,439.5926086956522,0.6086956521739131,115,1,3638.2253140000007,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,74.156745,286.27116279069764,0.23255813953488372,43,1,3626.977263,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1609.679253,473.0703260869565,0.5217391304347826,92,1,3561.280575,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,240.749155,530.9594915254237,0.6101694915254238,59,1,1052.3603620000001,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,97.688169,541.9542424242425,0.3434343434343434,99,1,641.5283843333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,632.90125,0.5625,16,1,649.3721923333334,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,677.276764,548.5241111111111,0.3333333333333333,90,1,118.74067333333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,846.655814,321.5754901960784,0.5,102,1,264.2498763333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,73.451675,628.7080701754386,0.3508771929824561,57,1,513.905758,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,8.594753,439.9673684210526,0.02631578947368421,38,1,532.4614176666666,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,559.643925,414.94607142857143,0.32142857142857145,84,1,309.567414,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,289.257865,1311.98475,0.75,40,1,213.89678433333333,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1377.989592,524.9171122994652,0.6684491978609626,187,1,285.832181,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,498.5522105263158,0.47368421052631576,95,1,742.2971273333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-271.259943,586.3769072164948,0.4020618556701031,97,0,648.945126,False,False,False,True,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.39075800000003,484.43128205128204,0.41025641025641024,39,1,462.1058566666666,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,282.01,0.22727272727272727,44,1,26.572912000000002,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,218.429393,540.2710447761193,0.417910447761194,67,1,-32.063962,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,992.803005,484.3945569620253,0.3924050632911392,79,1,131.16581666666667,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,361.155853,792.0838888888889,0.2361111111111111,72,1,438.30323233333337,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,319.22369499999996,467.3454545454546,0.23863636363636365,88,1,524.129417,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,498.16985999999997,558.7280000000001,0.4,50,1,557.7275176666667,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,307.105046,583.8729411764706,0.5294117647058824,34,1,392.8498026666666,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,855.0277777777778,0.5555555555555556,27,1,374.832867,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.94445,1131.5053030303031,0.7121212121212122,66,1,449.0058783333334,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,287.821918,645.536153846154,0.6923076923076923,13,1,1037.264075,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2867.6138889999997,587.97,0.24489795918367346,98,1,1030.8363656666668,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,420.491149,501.15999999999997,0.7307692307692307,26,1,1806.1267523333333,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,553.5255989999999,583.839,0.7,40,1,1191.9756519999999,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,416.148576,607.7458333333333,0.5277777777777778,36,1,1280.5435456666667,True,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,535.938645,586.3983333333333,0.2222222222222222,18,1,463.38844133333333,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1295.825632,600.4903614457832,0.8072289156626506,83,1,501.87094,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,475.702642,577.776511627907,0.18604651162790697,43,1,749.3042843333333,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,41.935052,446.21642857142854,0.9285714285714286,14,1,769.1556396666666,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,783.829317,634.8495454545455,0.09090909090909091,44,1,604.4877753333334,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,488.582241,426.12614035087717,0.19298245614035087,57,1,433.822337,True,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,526.448209,490.5812121212121,0.696969696969697,33,1,438.1155366666667,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,475.55675925925925,0.7685185185185185,108,0,599.6199223333333,False,False,True,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,633.5157142857142,0.5934065934065934,182,1,77.45957766666663,False,True,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,389.9655882352941,0.4117647058823529,34,1,728.2376753333333,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,431.90000000000003,0.6666666666666666,3,1,844.215291,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.6724320000001,414.6168253968254,0.6190476190476191,63,1,1116.00676,False,False,False,True,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,126.11297599999999,288.2288235294118,0.5294117647058824,17,1,609.9253926666667,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,78.902492,532.6045454545455,0.8636363636363636,22,1,360.50269933333334,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,378.027954,352.76931034482755,0.3103448275862069,29,1,375.89596666666665,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,4.42722,521.32,0.0,6,1,194.34780733333332,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,314.918282,456.26176470588234,0.29411764705882354,17,1,153.78588866666664,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,117.09923500000001,661.658,0.6,5,1,232.4578186666666,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,534.854304,383.71595744680855,0.23404255319148937,47,1,145.48157899999995,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,-10.630689999999959,315.5821276595745,0.2553191489361702,47,0,322.29060699999997,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,231.07204,367.2038095238095,0.5238095238095238,21,1,213.77428299999997,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,278.922501,396.6439024390244,0.7560975609756098,41,1,251.76521799999998,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,19.482565,392.2353846153846,0.6923076923076923,13,1,166.45461699999998,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,336.64107,415.7527777777778,0.7037037037037037,54,1,176.49236866666664,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,89.261197,303.90090909090907,0.8636363636363636,22,1,211.68204533333332,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,168.023469,378.7576923076923,0.5384615384615384,13,1,148.46161066666664,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,165.776644,301.59066666666666,0.4,15,1,197.9752453333333,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,31.523152,343.53666666666663,0.3333333333333333,18,1,141.02043666666665,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,122.057796,369.9928571428572,0.8571428571428571,7,1,121.77442166666664,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.185458,543.7444827586207,0.8620689655172413,29,1,106.45253066666663,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.584856,512.5179473684211,0.7315789473684211,190,1,196.92213533333327,False,True,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-200.798196,603.3185714285713,0.14285714285714285,28,0,1338.2760366666666,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,-195.841458,330.11833333333334,0.3888888888888889,18,0,1230.6573726666666,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,933.170538,514.1759154929578,0.6619718309859155,71,1,1019.6484006666666,False,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,109.593094,617.1918518518519,0.18518518518518517,27,1,178.843628,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,349.12092600000005,1106.6938095238095,0.14285714285714285,21,1,282.3073913333333,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,591.2160606060606,0.21212121212121213,33,1,463.96151933333334,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,502.8234375,0.96875,32,1,278.24371533333334,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.18325600000003,550.0914285714285,0.6190476190476191,21,1,389.8015776666667,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652,742.9966666666666,0.3333333333333333,12,1,414.48902100000004,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.670551,463.668064516129,0.6935483870967742,62,1,323.458819,False,True,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,449.9274193548387,0.8387096774193549,31,1,435.92677566666663,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,827.6537500000001,1.0,8,0,334.65272366666665,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,734.3568750000001,1.0,16,0,300.34388366666667,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.837111,504.60375,0.6875,32,1,39.78703333333333,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,738.5457142857142,0.0,7,1,88.94570366666666,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,364.46555555555557,0.8888888888888888,9,0,115.18385166666667,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,837.4561111111111,0.08333333333333333,36,1,114.76143833333333,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,569.8328571428572,0.8571428571428571,7,0,93.25346233333335,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,705.3433333333334,0.0,3,0,64.901153,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,485.3908333333334,0.08333333333333333,12,0,54.89787033333334,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,-147.78931200000002,769.2385,0.45,20,0,-13.477713666666666,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,39.1247,494.46000000000004,0.3333333333333333,6,1,-60.62665633333334,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,-1184.046158,340.78363636363633,0.0,11,0,-37.15939366666668,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0.0,374.475,0.0,2,0,-430.90359000000007,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-216.431703,545.196,0.32,25,0,-381.640486,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,377.80999999999995,0.3333333333333333,3,1,-466.8259536666667,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,749.9666666666667,1.0,3,1,-42.82607433333334,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,250.07333333333335,1.0,3,0,-19.73107433333334,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,471.555,0.9375,16,1,52.41282666666666,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-680.287463,247.43947368421055,0.3157894736842105,19,0,289.15750933333334,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,405.9275,0.75,4,1,39.30002166666668,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,635.2357142857143,0.8571428571428571,14,1,70.30217666666668,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,874.78,1.0,2,0,-193.40965466666668,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-132.88134,586.6572,0.16,25,0,33.352832999999976,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-1400.5515480000001,661.3813333333333,0.4,15,0,-41.943102000000025,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-5651.552238,569.6545833333333,0.4375,48,0,-511.1442960000001,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-6745.027414,700.9559523809525,0.35714285714285715,42,0,-2394.995042,False,False,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,-3911.273892,638.1583928571429,0.48214285714285715,56,0,-4599.043733333333,False,False,False,False,Low,Frequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,520.317619047619,0.8571428571428571,21,1,-5435.951181333334,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,608.246567,378.8592857142857,0.5,28,1,-3466.0896160000007,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.920269,550.1919512195121,0.6341463414634146,41,1,-1014.9982890000001,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,601.84,0.6923076923076923,26,1,1324.0664313333334,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,377.75428571428574,0.8571428571428571,7,1,1401.4977159999999,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,768.989090909091,0.9090909090909091,11,1,1286.671946,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.67583499999998,456.538275862069,0.2413793103448276,29,1,257.03941199999986,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,375.075,0.0,2,1,150.1559196666665,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,580.8100000000001,0.7142857142857143,21,1,83.60890699999983,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,249.97833333333332,0.75,12,0,82.15210699999983,False,True,False,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,343.8335714285714,0.14285714285714285,14,0,24.876718666666516,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,336.54622222222224,0.24444444444444444,45,1,-90.58809000000015,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,396.0429166666667,0.4583333333333333,24,1,75.76793533333318,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,392.83714285714285,0.42857142857142855,7,0,193.45025799999985,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,288.9161111111111,0.3333333333333333,18,1,287.5389936666665,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,370.71153846153845,0.38461538461538464,13,1,166.16801033333317,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,360.80111111111114,0.5555555555555556,9,1,169.59694466666653,False,False,False,True,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,356.9714285714286,0.14285714285714285,7,1,218.40379666666652,False,False,True,False,Low,Infrequent,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,299.0128571428572,0.0,7,1,179.36646666666653,False,False,False,True,Low,Infrequent,Consistent
